HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
5,12.974,12.974,4,12.938,12.938,3,12.928,12.928,2,12.888,12.888,1,12.824,12.824,6,13.133,13.133
1,9.206,22.179,3,9.879,22.816,2,9.850,22.777,5,10.061,22.949,4,10.048,22.872,6,9.881,23.013
1,10.075,32.254,4,9.840,32.657,3,9.708,32.485,6,9.799,32.748,2,9.445,32.317,5,9.701,32.714
2,9.592,41.846,5,9.588,42.244,3,9.600,42.085,4,9.426,42.174,1,9.525,41.842,6,9.549,42.263
2,9.768,51.614,3,9.653,51.897,4,9.841,51.926,5,9.773,51.946,1,9.749,51.592,6,9.741,52.004
1,9.490,1:01.104,4,9.745,1:01.641,3,9.521,1:01.447,5,9.736,1:01.682,2,9.670,1:01.261,6,9.683,1:01.687
1,9.783,1:10.886,4,9.722,1:11.364,3,9.847,1:11.294,5,9.691,1:11.373,2,9.644,1:10.905,6,9.688,1:11.375
2,9.464,1:20.350,5,9.510,1:20.873,3,9.333,1:20.628,4,9.358,1:20.731,1,9.264,1:20.169,6,10.231,1:21.606
2,9.263,1:29.613,5,9.554,1:30.428,3,9.284,1:29.912,4,9.251,1:29.982,1,9.341,1:29.510,6,10.642,1:32.248
