Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,ZHANG Zhiqiang POSITION,ZHANG Zhiqiang LAP TIME,ZHANG Zhiqiang ELAPSED TIME,Karl LINDQVIST POSITION,Karl LINDQVIST LAP TIME,Karl LINDQVIST ELAPSED TIME
1,13.200,13.200,3,13.550,13.550,4,13.950,13.950,2,13.210,13.210
2,10.560,23.770,3,10.390,23.940,4,10.210,24.160,1,10.470,23.690
2,10.480,34.250,3,10.510,34.450,4,10.640,34.800,1,10.430,34.120
1,10.310,44.570,3,10.330,44.790,4,10.400,45.210,2,10.590,44.720
2,10.230,54.810,1,9.890,54.680,4,9.980,55.190,3,10.140,54.860
1,9.370,1:04.180,2,9.770,1:04.460,3,9.590,1:04.790,4,10.110,1:04.970
1,9.430,1:13.610,2,9.560,1:14.020,3,9.480,1:14.270,4,10.400,1:15.370
1,9.790,1:23.400,2,9.700,1:23.730,3,9.530,1:23.810,4,10.250,1:25.630
2,10.180,1:33.590,3,9.960,1:33.690,1,9.270,1:33.080,4,11.040,1:36.680
